,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
31,Kome-On Communi ,1.35,4.65,1.35,0.37,2.03
0,HDFC ,2493.8,-0.16,2895.35,1623.0,450287.54
1,LIC Housing Fin ,461.15,-0.77,542.35,255.0,23272.53
2,AAVAS Financier ,2539.15,1.33,2672.05,1074.5,19935.58
3,Indiabulls Hsg ,266.2,-0.71,313.5,127.65,12309.83
4,PNB Housing Fin ,676.9,-3.38,924.0,193.2,11406.35
5,HUDCO ,54.8,0.92,58.25,26.1,10970.41
6,Can Fin Homes ,520.45,1.2,619.0,331.25,6930.01
7,Home First ,537.05,0.37,639.5,441.0,4693.8
8,Repco Home ,365.85,-1.23,429.25,114.05,2288.81
9,GIC Housing Fin ,151.4,1.95,155.05,81.5,815.31
10,Reliance Home F ,6.65,1.06,6.65,1.41,322.56
11,SRG Housing Fin ,185.0,-0.88,240.0,62.05,240.5
12,Star Housing ,92.05,-2.18,109.0,43.9,144.27
13,India Home Loan ,47.75,-0.21,54.0,27.2,68.2
14,Ind Bank Housin ,41.3,-1.31,53.45,17.0,41.3
15,Sahara Housing ,50.55,-2.79,68.3,25.1,35.39
16,Parshwanath ,28.5,4.97,33.05,12.16,8.93
0,Bajaj Finserv ,12240.55,-0.33,12396.6,4900.0,194792.98
1,HDFC AMC ,2949.55,0.21,3358.3,2071.0,62845.59
2,AB Capital ,119.05,-0.42,139.6,41.25,28755.82
3,Nippon ,354.7,-1.17,385.15,249.0,21934.43
4,Chola Fin Hold ,634.15,-2.57,713.0,286.1,11904.77
5,UTI AMC ,806.95,3.99,839.3,471.1,10231.1
6,IIFL Finance ,253.5,1.36,346.55,65.8,9607.01
7,Capri Global ,529.85,-0.6,578.7,144.8,9287.49
8,JM Financial ,92.1,0.11,101.6,69.25,8781.47
9,JSW Holdings ,4889.8,-0.3,6000.05,1521.05,5427.49
10,Religare Enterp ,124.0,0.9,156.0,33.5,3217.7
11,Equitas Holding ,93.25,-0.96,101.9,40.35,3187.19
12,Pilani Invest ,2004.1,0.8,2989.95,1280.0,2218.99
13,Centrum Capital ,46.6,7.25,58.5,12.75,1938.71
14,BF Investment ,404.45,-0.6,416.0,236.85,1523.47
15,Max Ventures an ,69.15,-0.72,82.5,29.6,1014.33
16,Authum Invest ,621.7,1.99,621.7,71.3,1003.38
17,Rane Holdings ,646.45,-0.97,729.9,392.05,922.99
18,SMC Global Secu ,79.15,0.13,109.85,65.0,895.46
19,Capital India ,115.0,2.77,177.0,75.5,893.94
20,Kalyani Invest ,2042.3,0.12,2155.0,1210.5,891.53
21,Nalwa Sons ,1633.3,-1.98,2026.0,527.1,838.89
22,Oswal Greentech ,26.9,-2.18,34.45,9.4,690.82
23,VLS Finance ,162.0,7.21,162.0,40.65,626.32
24,Kiran Vyapar ,142.95,0.53,167.95,48.55,390.03
25,Max India ,71.1,-0.97,80.0,10.0,382.42
26,Dhunseri Invest ,551.2,-6.93,688.0,155.25,336.08
27,Systematix Corp ,245.1,-1.96,265.0,31.4,318.15
28,A.K.Capital Ser ,436.25,0.51,509.5,176.1,287.93
29,Apollo Finvest ,625.45,-2.0,764.9,166.05,233.37
30,Prismx Global ,68.7,-1.29,80.35,5.26,195.04
31,Oswal Agro ,13.7,-2.42,16.2,7.87,183.9
32,ILandFS ,5.85,2.45,6.74,2.85,183.71
33,Paul Merchants ,1720.0,-3.7,2200.0,901.0,176.82
34,LKP Finance ,118.9,-0.46,139.0,46.4,149.44
35,Magellanic ,59.1,-3.59,79.85,32.1,148.74
36,PMC Fincorp ,2.8,1.82,2.8,0.26,142.54
37,Welspun Invest ,390.0,-1.3,513.35,199.9,142.52
38,Vibrant Global ,57.3,4.95,57.75,15.95,131.26
39,Maha Rasht Apex ,89.0,2.36,108.95,48.45,125.42
40,Aarnav Fashions ,74.9,1.42,96.25,38.0,112.39
41,East West ,7.95,-0.63,13.7,7.2,87.1
42,Palash Securiti ,83.85,4.94,89.0,24.45,83.88
43,Ganges Securiti ,70.05,1.01,84.9,27.6,70.08
44,Avonmore Cap ,28.0,1.63,32.0,6.5,67.96
45,Zodiac Ventures ,17.75,4.35,17.75,3.75,66.19
46,Narendra Invest ,72.4,0.0,89.6,18.15,60.21
47,Tamboli Capital ,60.25,-0.66,68.35,24.55,59.77
48,Superior Finlea ,187.65,0.32,188.2,40.5,56.31
49,Shriram Asset ,89.75,4.97,110.0,40.9,53.85
50,Indo Thai Secu ,52.65,0.0,62.6,15.25,52.65
51,Yamini Invt ,1.0,1.01,1.0,0.19,52.57
52,Garnet Intl ,26.5,1.92,44.65,21.05,52.03
53,Keynote Finance ,73.2,-1.41,115.95,32.7,51.37
54,Goldcrest Fin ,90.25,4.94,95.5,55.0,51.35
55,Wallfort Fin ,52.3,-2.7,64.45,14.6,50.66
56,Times Guaranty ,55.7,1.83,64.45,19.75,50.09
57,Aryaman Fin Ser ,41.5,-0.95,55.0,37.75,48.48
58,Pioneer Invest ,38.55,2.39,38.55,22.25,47.4
59,Titan Secu ,17.97,-4.97,19.26,4.0,44.95
60,Tilak Ventures ,3.32,-1.78,4.95,1.4,42.66
61,Stanrose Financ ,92.6,-0.43,101.35,67.0,36.74
62,Visagar Polytex ,1.08,-4.42,1.91,0.19,31.61
63,HB Portfolio ,27.5,-2.65,30.6,13.0,29.6
64,Elixir Cap ,49.95,0.2,56.0,21.0,28.99
65,Som Datt Fin ,28.75,4.93,28.75,8.96,28.77
66,Sumedha Fiscal ,33.0,3.13,37.95,14.0,26.35
67,Zenlabs Ethica ,37.55,2.46,39.0,19.15,24.45
68,SKP Securities ,69.9,-0.57,71.0,34.0,23.8
69,Trio Mercantile ,3.48,0.58,7.75,3.0,23.64
70,IM+ Capitals ,66.7,4.96,69.0,22.7,23.36
71,Walchand People ,77.0,-6.5,88.6,46.6,22.36
72,21st Cen Mgt ,21.1,1.93,21.1,9.51,22.16
73,CNI Research ,1.92,-6.8,2.75,1.25,22.04
74,Utique ,3.83,-1.79,4.72,0.81,21.32
75,Alexander Stamp ,23.65,4.88,24.95,9.6,20.43
76,Haryana Capfin ,37.95,0.93,41.0,23.45,19.77
77,Integ Fin Serv ,32.5,2.36,34.7,16.7,19.5
78,Yash Manage ,10.9,-0.27,17.2,4.0,18.53
79,Karnavati Fin ,18.05,0.0,21.9,11.45,18.14
80,Sharp Invest ,0.74,1.37,0.79,0.15,17.92
81,Pan India Corp ,0.81,1.25,0.81,0.19,17.35
82,AshirwadCapital ,4.19,-2.33,5.35,1.7,16.76
83,A F Ent ,16.9,1.5,19.25,6.87,16.08
84,Siel Finan ,12.12,-1.94,12.36,1.35,13.75
85,Mena Mani Indus ,13.49,-5.0,17.0,6.84,13.54
86,Intellivate Cap ,4.63,4.99,4.63,3.0,13.47
87,Ajcon Global ,20.15,-4.05,25.5,13.6,12.32
88,Sagar Product ,2.45,4.7,12.0,2.15,9.83
89,Econo Trade ,5.06,-3.07,8.9,2.24,9.45
90,Bharat Bhushan ,25.35,3.05,27.5,12.59,8.57
91,Flomic Global ,11.42,1.96,11.42,0.39,8.22
92,Hiliks Tech ,15.6,4.98,15.6,6.45,7.92
93,Dalal Street ,247.95,-2.0,352.4,186.2,7.81
94,Sumeru Ind ,1.02,4.08,1.26,0.57,7.34
95,Bervin Invest ,11.5,0.88,12.64,6.27,6.78
96,Svaraj Trading,4.28,4.9,10.8,3.86,6.31
97,REGENCY FINCORP ,14.0,3.7,16.45,6.03,5.74
98,Adinath Exim ,11.83,4.97,11.83,4.7,5.11
99,Mehta Sec ,15.87,0.0,15.87,8.86,4.9
100,Prism Medico ,7.99,-1.96,36.1,7.99,4.84
101,Jindal Leasefin ,13.55,0.0,20.26,7.24,4.08
102,Mehta Integrate ,8.0,-4.53,8.38,2.4,4.0
103,N2N Tech ,11.02,4.95,11.02,3.97,3.56
104,Pankaj Piyush ,86.5,4.98,86.5,30.2,3.46
105,Devine Impex ,3.25,4.84,4.8,1.34,3.1
106,JPT Securities ,9.2,4.78,11.2,5.05,2.77
107,Clio Infotech ,2.4,-0.83,2.5,0.57,2.64
108,Abirami Finance ,4.2,0.0,5.73,2.55,2.52
109,Boston Leasing ,3.47,-3.88,7.77,1.49,2.39
110,J.Taparia Proj ,1.4,4.48,2.13,0.22,2.27
111,Interactive Fin ,5.71,-1.72,25.17,4.42,1.72
112,Darjeeling Rope ,4.28,0.0,6.28,3.3,1.31
0,Bajaj Finance ,6076.25,1.01,6250.2,2199.0,366759.01
1,Muthoot Finance ,1468.1,-0.75,1550.75,1000.0,58899.56
2,Bajaj Holdings ,3621.0,0.52,3784.8,2198.6,40299.38
3,Shriram Trans ,1364.65,-0.13,1534.9,555.9,36442.64
4,IRFC ,24.75,-0.4,26.6,10.0,32344.55
5,Sundaram Fin ,2646.9,-1.04,2883.95,1197.95,29408.08
6,L&T Finance ,94.9,-0.11,113.4,51.71,23445.82
7,M&M Financial ,155.9,-0.42,224.15,100.62,19261.91
8,Manappuram Fin ,161.8,0.0,187.3,139.0,13694.18
9,Magma Fincorp ,155.0,1.87,173.8,21.7,11847.28
10,Motilal Oswal ,788.45,0.2,859.95,538.5,11569.0
11,CreditAccess Gr ,733.2,-0.05,839.0,494.0,11409.25
12,Shriram City ,1705.25,-0.87,1961.95,645.25,11255.51
13,IDFC ,54.05,0.84,60.25,18.0,8628.48
14,Edelweiss ,76.1,2.28,91.7,47.8,7127.13
15,Tata Inv Corp ,1136.75,0.25,1195.0,725.0,5751.42
16,Spandana Sphoor ,662.75,-0.85,830.0,505.0,4262.51
17,Indostar Capita ,343.55,-0.55,416.95,238.1,4251.44
18,Paisalo Digital ,610.25,-0.35,877.0,177.0,2580.88
19,Bengal & Assam,1754.5,0.15,1820.0,1129.9,1981.94
20,PNB Gilts ,75.05,-6.13,94.65,34.7,1350.98
21,PTC India Fin ,19.8,-0.75,24.3,12.5,1271.72
22,Balmer Invest ,489.95,1.22,525.55,320.0,1087.56
23,Ugro Capital ,119.4,-0.21,166.0,70.0,842.11
24,Sasta Sundar ,263.0,-4.47,318.5,72.0,836.62
25,Finkurve Fin ,64.0,-4.48,71.95,27.4,811.89
26,SREI Infra ,15.82,-4.98,18.39,5.01,795.88
27,Vardhman Hold ,2484.05,-0.64,2829.0,1098.15,792.79
28,Rel Capital ,28.77,-4.99,30.28,7.16,727.04
29,Best Agrolife ,314.7,-1.36,837.55,203.0,693.35
30,Niyogin Fintech ,74.0,0.95,96.35,26.55,691.91
31,Muthoot Cap ,399.9,-0.46,511.75,336.3,657.74
32,Summit Sec ,598.95,0.96,650.0,314.0,652.96
33,Satin Credit ,90.0,-0.5,112.65,50.85,648.19
34,Arman Financial ,673.25,0.26,815.0,287.3,571.48
35,The Investment,105.0,-0.24,178.0,84.2,540.96
36,Sindhu Trade ,98.6,-1.99,111.0,42.3,506.78
37,Gloster ,909.1,0.6,1020.0,400.0,497.43
38,Saraswati Comm ,2888.0,-5.0,3390.0,304.95,297.44
39,SIL Invest ,276.0,-6.9,296.45,131.1,292.45
40,Nahar Capital ,160.8,1.61,179.7,53.1,269.28
41,Sangam Renewabl ,127.5,0.39,137.85,7.42,265.39
42,Ind & Prud Invt ,1550.0,0.74,1869.0,790.3,259.76
43,Mercantile Vent ,19.25,4.05,21.0,6.22,215.44
44,BNK Capital ,193.4,1.04,196.8,50.75,193.4
45,CSL Fin ,286.2,-4.68,379.0,151.65,176.56
46,Anjani Foods ,302.5,-1.99,409.1,18.96,169.09
47,Master Trust ,77.5,4.94,77.5,14.25,168.59
48,Coral India Fin ,41.1,-3.41,45.0,16.6,165.64
49,Jaykay Enter ,37.25,-0.93,43.95,3.22,162.06
50,Capital Trust ,99.0,-0.6,153.85,50.0,161.98
51,Industrial Inv ,71.1,-1.25,87.5,48.3,160.31
52,Sakthi Finance ,21.15,0.0,21.95,12.05,136.85
53,Moneyboxx Finan ,67.4,3.69,84.35,42.85,135.35
54,Mangalam Ind ,1.38,4.55,1.38,0.26,132.71
55,Shardul Sec ,65.1,-0.23,72.05,36.35,113.91
56,Mukesh Babu Fin ,148.0,4.96,186.65,86.35,103.17
57,McDowell Hold ,67.1,-4.96,71.15,21.0,93.89
58,U. Y. Fincorp ,4.37,-0.68,5.61,1.74,83.13
59,Motor and Gen F ,21.1,-0.47,26.6,13.92,81.71
60,Starteck Financ ,80.95,0.19,109.1,42.2,80.22
61,IndiaNivesh ,19.85,-4.8,37.6,8.7,74.93
62,Arnold Holdings ,19.6,-0.76,36.7,16.2,58.95
63,Upsurge Invest ,37.05,0.27,38.95,9.02,56.14
64,Comfort ,16.93,2.05,18.0,3.73,54.17
65,Ashika Credit ,45.0,-3.23,55.0,13.85,53.46
66,Baid Leasing ,41.5,1.97,49.2,21.2,49.83
67,Acme Resources ,17.23,4.93,20.6,4.63,44.36
68,Suchitra Fin ,47.3,4.99,64.45,25.05,44.1
69,Leading Leasing ,82.45,0.61,117.0,26.25,43.99
70,India Finsec ,17.49,4.79,17.49,5.71,43.62
71,Capital Trade ,7.12,2.3,8.11,2.71,43.42
72,KIFS Financial ,37.05,-2.5,76.3,33.45,40.08
73,Sulabh Engineer ,3.68,1.94,3.68,0.54,36.97
74,TCFC Finance ,33.85,0.15,34.45,15.5,35.48
75,Ceejay Finance ,86.0,1.53,185.0,58.25,29.67
76,Shalibhadra Fin ,58.6,-0.42,83.55,40.25,29.32
77,Guj Credit ,11.62,1.93,11.62,3.5,29.05
78,Intec Capital ,15.6,4.91,22.2,8.8,28.65
79,Shubhra Leasing ,89.0,1.31,99.0,14.01,28.48
80,Pro Fin Capital ,35.0,-1.82,42.35,16.3,24.73
81,ARC Finance ,4.81,0.0,5.61,0.23,24.29
82,Wall Street Fin ,20.9,3.72,26.74,12.38,24.19
83,Sonal Mercant ,16.0,0.0,36.1,12.1,23.58
84,Morarka Finance ,51.65,-0.58,64.5,20.65,23.25
85,Williamson Mago ,20.55,-0.72,29.0,14.35,22.52
86,Nalin Leasing ,33.4,4.87,34.0,11.57,21.9
87,Innovassynth ,9.0,-2.7,9.75,3.6,21.85
88,Ladderup Fin ,15.8,-3.25,29.4,12.36,20.31
89,Escorts Finance ,4.75,-4.81,6.64,2.33,19.12
90,Comfort Fincap ,17.41,4.94,17.41,3.84,18.89
91,Banas Finance ,7.28,-1.89,8.88,0.57,18.67
92,Midas Infra ,1.4,-0.71,2.14,0.51,17.08
93,Ad Manum Fin ,22.2,4.96,24.35,8.25,16.65
94,Hb Stockhol ,22.9,-0.22,24.35,4.75,16.35
95,Gemstone Inv ,2.17,4.83,3.33,0.38,16.22
96,Ind Cap ,7.25,-2.03,8.0,2.97,15.74
97,Viji Finance ,1.85,4.52,1.9,0.4,15.26
98,Optimus Finance ,25.25,-4.72,31.9,18.05,14.07
99,Mega Corp ,1.33,4.72,1.33,0.31,13.3
100,Key Corporation ,22.15,-4.94,23.45,7.14,13.29
101,Inter Globe Fin ,17.71,4.98,17.71,4.02,12.08
102,Integrated Cap ,3.25,1.56,3.87,1.0,11.56
103,Transwarranty ,4.45,-4.3,4.9,2.22,10.88
104,NPR Finance ,16.0,1.59,18.05,9.76,9.58
105,Anupam Finserv,8.75,-0.46,16.21,6.33,9.2
106,Mansi Financ ,26.0,-1.7,45.9,15.85,9.19
107,United Credit ,16.59,5.0,16.59,8.11,8.84
108,Sunshine Capita ,6.56,4.96,6.56,5.5,8.54
109,Paragon Finance ,18.75,-0.79,23.6,11.12,7.97
110,Indus Finance ,7.55,0.0,9.03,4.15,6.99
111,DCM Financial ,3.11,4.71,3.11,0.59,6.88
112,Regent Ent ,1.91,3.8,3.47,1.36,6.39
113,Upasana Finance ,14.9,-3.37,21.25,11.21,6.37
114,Global Cap Mkts ,2.45,4.7,2.8,0.6,6.1
115,Citi Port Fin ,19.4,0.0,20.1,10.13,6.01
116,TTI Enterprise ,2.2,1.85,2.2,0.4,5.59
117,Integra Capital ,11.62,4.97,47.15,10.14,5.46
118,Gowra Leasing ,17.65,-3.29,21.0,12.64,5.3
119,BCL Enterprises ,8.76,-4.99,24.55,6.66,5.11
120,Kapil Raj Finan ,9.3,-4.91,11.0,4.4,4.78
121,Goenka Business ,3.58,-4.79,4.7,1.67,4.65
122,Margo Finance ,10.14,0.9,12.0,4.75,4.63
123,Visagar Fin ,1.39,-1.42,1.71,0.36,4.52
124,Savani Financia ,9.98,-4.95,11.54,7.55,3.99
125,Polytex India ,2.4,1.69,2.4,0.48,3.24
126,Sita Enterprise ,10.65,-3.18,14.28,7.18,3.2
127,Panafic Ind ,0.38,2.7,0.38,0.19,3.12
128,HB Leasing ,2.75,-1.79,3.21,0.5,3.04
129,Beryl Securitie ,6.21,4.9,10.8,5.11,3.01
130,Moongipa Capita ,8.77,1.98,8.77,2.65,2.68
131,Ramchandra Leas ,0.52,4.0,0.52,0.19,2.66
132,FGP ,1.74,1.75,1.75,0.75,2.07
133,Ushakiran Fin ,6.99,-4.9,7.56,1.58,1.78
134,Krishna Capital ,4.3,-2.27,5.37,2.7,1.36
135,Minolta Finance ,1.33,0.0,1.81,0.95,1.33
136,Mahan Ind ,0.35,2.94,0.35,0.19,1.26
137,Standard Capita ,1.15,0.0,1.55,1.14,0.46
0,Max Financial ,1028.0,1.23,1050.25,489.2,35476.98
1,EBIXCASH WORLD ,623.0,0.81,740.0,295.0,693.27
2,Suvidhaa Info ,27.35,-4.87,111.0,1.0,556.01
3,Crest Ventures ,104.7,0.29,114.05,57.15,297.87
4,STEL Holdings ,110.35,6.16,114.5,48.1,203.66
5,Vaarad Ventures ,6.55,1.87,6.55,2.82,163.69
6,Ontic Finserve ,3.94,4.79,9.52,3.11,35.46
7,Tiaan Consumer ,40.05,2.56,53.7,21.0,25.87
8,MPIL Corp ,248.1,-4.56,310.7,195.0,14.18
9,Yogi-Sung-Won ,5.15,-1.9,5.79,1.6,8.68
10,Charms Ind ,3.25,-4.97,3.88,1.22,1.33
0,ICICI Securitie ,627.55,-0.71,678.0,357.0,20242.25
1,Dhani Services ,178.0,-1.11,396.0,50.5,10858.43
2,MCX India ,1506.7,1.24,1875.0,1201.55,7683.92
3,Angel Broking ,816.7,-0.63,963.95,223.0,6727.19
4,Geojit Fin ,74.7,-0.53,81.75,25.0,1780.79
5,SHAREINDIA ,434.75,0.02,600.0,59.25,1387.14
6,Dolat Investmen ,72.5,0.28,80.0,43.2,1276.0
7,Dhanvarsha Finv ,815.0,0.45,837.05,88.1,1248.82
8,5paisa Capita ,418.05,0.23,467.4,161.05,1069.4
9,Choice Internat ,123.4,-0.64,149.9,102.5,395.11
10,Inventure Grow ,4.1,3.8,4.2,1.3,344.4
11,Monarch Net ,101.2,4.98,101.2,17.05,314.22
12,AB Money ,55.8,-0.09,64.0,23.6,314.16
13,Arihant Capital ,126.45,-1.75,135.95,24.1,263.3
14,Emkay Global ,78.25,-0.51,90.95,41.15,192.64
15,Prime Sec ,52.85,-0.28,61.4,37.2,140.13
16,Almondz Global ,48.4,4.99,50.75,8.87,125.28
17,LKP Securities ,12.8,-1.01,13.5,4.37,94.64
18,Inditrade Capit ,39.95,-3.15,44.95,21.0,93.3
19,Indbank Merchan ,20.25,-1.7,23.8,6.5,89.87
20,DB (Int) Stock ,15.4,2.33,20.1,7.01,53.9
21,BLB ,9.38,-4.96,10.2,3.16,49.59
22,Swastika Invest ,147.0,-0.03,207.45,57.2,43.51
23,Toyam Ind ,1.99,-1.97,6.15,1.34,42.29
24,Joindre Capital ,27.05,-3.22,30.7,12.7,37.43
25,Khandwala Sec ,16.45,-3.24,23.45,7.1,19.64
26,BN Rathi Sec ,32.65,-1.66,35.8,14.05,16.46
27,Naysaa Sec ,25.75,3.0,39.75,16.25,8.95
28,CIL Securities ,17.19,6.77,22.29,8.5,8.6
29,Inani Sec ,16.9,0.0,24.9,13.69,7.7
30,Five X Tradecom ,1.13,-4.24,1.21,0.29,2.32
0,SBI Card ,962.55,3.1,1149.0,626.15,90578.66
1,Chola Invest. ,533.05,-0.62,600.9,187.05,43722.67
2,Power Finance ,122.9,-0.24,140.5,78.9,32446.6
3,REC ,141.65,-2.28,167.75,91.9,27974.71
4,MAS Financial S ,871.0,1.03,1107.65,609.95,4761.06
5,IFCI ,15.64,-2.13,16.25,5.64,3193.65
6,Ujjivan Financi ,210.25,0.53,310.85,184.75,2557.93
7,Tourism Finance ,75.15,-0.13,82.7,30.6,606.59
8,Guj Stat Fin ,5.39,4.86,5.39,1.37,48.03
9,Gold Line ,0.31,3.33,0.5,0.19,16.15
0,Venkys ,3608.3,-1.65,3950.0,996.85,5083.13
1,Simran Farms ,151.3,5.0,151.3,26.05,57.37
2,Uniroyal Marine ,12.3,0.0,15.25,8.05,7.97
0,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available,No Data Available
0,KRBL ,259.75,7.74,339.6,173.45,6114.25
1,Guj Amb Exports ,178.45,5.13,186.25,64.85,4092.49
2,LT Foods ,74.5,1.22,90.4,33.0,2382.84
3,GRM Overseas ,2440.3,0.32,2940.0,150.0,976.12
4,Chaman Lal Seti ,126.05,0.4,142.95,50.0,652.1
5,Himalaya Food,15.04,-1.12,17.8,6.28,87.04
6,Saptarishi Agro ,10.92,0.0,12.33,4.45,37.15
7,KLRF ,66.3,-2.07,70.95,30.4,36.74
8,Sunil Agro Food ,56.0,0.0,63.5,29.05,16.82
9,Tarai Foods ,4.45,-0.67,7.2,3.09,7.89
0,Relaxo Footwear ,1186.2,0.88,1272.0,578.2,29470.2
1,Bata India ,1651.0,-0.7,1705.0,1215.0,21219.9
2,Mirza Intl ,58.05,-0.43,64.0,42.2,698.38
3,Khadim India ,292.1,1.44,292.1,100.35,524.89
4,Liberty Shoes ,165.2,1.88,181.9,116.5,281.5
5,Amin Tannery ,3.24,-1.82,3.42,0.64,34.98
6,Mayur Leather ,7.8,0.0,8.65,2.94,3.77
0,Adani Total Gas ,1251.85,-5.0,1680.0,96.8,137679.73
1,GAIL ,152.9,-0.42,170.0,81.25,67893.49
2,Gujarat Gas ,647.7,-0.77,704.3,281.0,44587.03
3,IGL ,514.0,-0.91,594.85,364.3,35980.04
4,Mahanagar Gas ,1142.95,-2.1,1284.45,780.0,11289.81
5,Refex Ind ,162.95,5.23,162.95,42.55,342.23
6,Bombay Oxygen,14200.0,1.03,25500.0,8511.6,213.0
7,National Oxygen ,57.2,-1.97,63.15,28.5,27.47
8,Kabsons Ind ,10.78,-4.26,12.05,2.28,18.83
9,Bhagwati Oxygen ,47.1,-1.98,49.95,8.58,10.89
10,Gagan Gases ,22.8,-1.94,24.15,4.39,10.3
0,Asahi India ,321.2,0.08,358.8,158.0,7808.05
1,Borosil ,262.0,-0.55,323.25,43.0,3410.15
2,La Opala RG ,270.2,-0.63,296.1,172.6,2999.22
3,Borosil Ltd. ,216.75,-0.53,253.95,132.0,2473.54
4,Saint-Gobain ,67.45,0.6,80.75,45.7,614.51
5,Empire Ind ,780.0,1.48,920.0,476.0,468.0
6,Hind Nat Glass ,49.2,-1.11,53.2,23.3,440.6
7,Haldyn Glass ,41.15,0.0,50.95,22.95,221.19
8,Insilco ,8.03,1.13,11.47,5.73,50.36
9,Banaras Beads ,56.6,1.71,70.55,33.0,37.56
0,Deccan Gold ,33.4,-4.98,35.7,12.85,311.71
0,SBI Gold ETF ,4184.65,-0.33,5100.0,3930.0,319.74
1,Birla Gold ETF ,4298.83,-0.51,5400.0,4050.0,98.0
2,Kotak MF-GETF ,411.01,-0.4,507.0,368.1,16.41
3,HDFC Gold ETF ,41.92,-0.12,50.89,38.7,6.45
4,UTI - Gold ,41.0,-0.27,56.0,39.21,5.69
5,Nippon ETF Gold ,40.88,-0.29,49.5,38.17,4.19
6,Axis Gold ETF ,40.89,-0.05,53.05,38.36,3.14
7,IPRU Gold ETF ,41.78,-0.41,50.75,39.05,1.96
0,Container Corp ,697.5,-0.14,748.2,351.6,42498.28
1,TCI Express ,1431.0,-1.41,1623.0,636.5,5499.98
2,Mahindra Logist ,572.1,-0.63,613.95,270.1,4102.64
3,Gateway Distri ,285.35,-1.5,325.2,79.0,3562.19
4,Transport Corp ,424.7,0.31,510.0,160.4,3274.43
5,VRL Logistics ,275.2,0.99,309.7,140.1,2431.21
6,Gati ,153.15,3.97,157.7,41.5,1883.27
7,Snowman Logist ,53.25,-1.02,71.25,28.8,889.74
8,Arshiya ,29.95,0.0,42.7,9.03,785.52
9,Navkar Corp ,40.7,1.12,49.35,24.0,612.61
10,SEACOAST SS ,180.9,1.63,204.9,13.73,609.05
11,Future Supply ,99.0,0.05,223.8,60.3,434.45
12,Sical Logistics ,14.73,-4.97,21.98,8.6,86.2
13,North Eastern ,15.51,-9.98,18.67,6.65,77.86
14,ABC India ,88.5,1.55,93.9,30.5,47.94
0,Apollo Hospital ,3190.35,-1.67,3432.9,1308.1,45872.34
1,Dr Lal PathLab ,3183.5,-1.49,3398.95,1535.1,26532.84
2,Max Healthcare ,261.85,0.48,264.6,101.65,25293.27
3,Fortis Health ,232.0,0.06,244.1,120.6,17515.03
4,Metropolis ,2810.15,0.28,3095.0,1338.65,14367.99
5,Narayana Hruda ,477.45,-0.17,566.0,261.0,9757.21
6,Aster DM Health ,159.6,4.18,179.9,83.05,7972.23
7,Thyrocare Techn ,1356.6,-2.14,1394.95,485.3,7172.94
8,Healthcare Glob ,203.7,-0.73,220.0,109.65,2553.57
9,Shalby,161.05,-0.49,180.9,67.4,1739.5
10,Kovai Medical ,1380.0,1.13,1599.75,556.25,1510.03
11,Indraprastha ,84.75,-1.51,102.55,45.25,776.93
12,KMC Speciality ,36.75,-2.13,47.45,18.1,599.34
13,AMSL ,296.0,-0.17,321.9,130.05,391.84
14,Fortis Malar ,66.3,1.61,72.0,45.8,124.26
15,Lotus Eye Care ,51.5,6.63,56.4,26.0,107.1
16,Tejnaksh ,65.9,1.7,85.0,22.95,66.93
17,Medinova Diag ,39.9,-5.0,49.45,11.97,39.83
18,Transgene Biote ,4.69,-0.21,6.85,3.03,35.54
19,Centennial Sutu ,53.2,4.72,63.9,29.0,19.41
20,NG Industries ,51.5,0.98,61.5,32.2,17.26
21,Looks Health ,10.23,0.0,10.93,1.19,10.74
22,Chennai Meenaks ,12.49,-1.96,17.34,8.1,9.33
23,Dr Lalchandani,21.0,-8.7,29.19,8.0,9.1
24,Dolphin Medical ,4.91,-2.0,5.51,1.0,7.41
25,Constronics Inf ,6.84,0.0,7.54,3.98,4.93
0,Indian Hotels ,142.55,-0.11,146.0,76.15,16952.88
1,Westlife Dev ,489.5,0.37,553.0,299.9,7626.55
2,EIH ,112.65,-1.62,121.15,58.36,7044.73
3,Chalet Hotels ,178.0,-0.95,215.25,125.05,3649.42
4,Mahindra Holida ,252.75,1.77,279.8,151.75,3376.2
5,India Tourism D ,392.0,-0.04,463.9,206.0,3362.16
6,Lemon Tree Hote ,41.8,-1.3,49.45,22.5,3311.59
7,EIH Assoc Hotel ,346.05,-1.91,405.95,207.35,1054.35
8,Taj GVK Hotels ,137.15,-0.36,181.7,102.2,859.95
9,Coffee Day ,38.55,-1.15,50.3,14.05,814.38
10,Oriental Hotels ,38.6,-0.26,43.35,18.6,689.39
11,HLV ,9.95,-3.77,12.5,4.3,627.4
12,Mac Charles ,420.0,-0.36,445.0,177.1,550.24
13,Sayaji Hotels ,247.9,1.33,288.0,145.7,434.27
14,Advani Hotels ,66.0,-0.75,69.7,38.3,305.05
15,Speciality Rest ,64.4,6.71,70.0,28.0,302.41
16,Asian Hotel (W) ,215.0,-0.99,344.95,179.0,250.5
17,Royal Orchid ,84.7,1.13,94.8,51.7,232.29
18,Sinclairs Hotel ,77.5,-1.9,83.15,32.1,215.84
19,Asian Hotel (E) ,175.05,-3.07,204.8,120.05,201.79
20,Benares Hotels ,1542.0,0.76,1800.4,1145.0,200.46
