,Company Name,Last Price,% Chg,52 wkHigh,52 wkLow,Market Cap(Rs. cr)
55,Motor and Gen F ,19.35,-3.97,26.83,11.0,74.94
56,Mangalam Ind ,0.72,-1.37,1.05,0.19,69.24
57,U. Y. Fincorp ,3.51,4.78,3.96,1.26,66.77
58,Arnold Holdings ,19.25,-1.03,37.99,17.85,57.89
59,McDowell Hold ,39.1,1.69,46.0,18.55,54.71
60,Ashika Credit ,39.5,-0.88,47.0,13.85,46.93
61,KIFS Financial ,41.4,4.81,76.3,33.45,44.79
62,IndiaNivesh ,10.75,0.0,37.6,8.7,40.58
63,Acme Resources ,15.3,-1.29,20.6,4.63,39.39
64,Leading Leasing ,71.9,2.71,134.0,26.25,38.36
65,India Finsec ,14.56,1.18,16.38,5.71,36.32
66,Baid Leasing ,28.9,6.45,54.7,21.2,34.7
67,Comfort ,10.29,-2.37,11.08,3.15,32.92
68,Suchitra Fin ,35.3,4.9,70.35,25.05,32.91
69,TCFC Finance ,28.4,-0.18,30.0,15.5,29.77
70,Capital Trade ,5.35,1.52,7.99,2.71,28.84
71,Greencrest Fin ,0.74,-1.33,0.88,0.49,27.05
72,Ceejay Finance ,76.85,-2.72,185.0,57.0,26.51
73,Upsurge Invest ,17.25,4.86,29.55,8.28,26.14
74,Shalibhadra Fin ,51.25,-4.92,83.55,34.8,25.64
75,ARC Finance ,4.55,1.79,5.38,0.23,22.98
76,Pro Fin Capital ,30.5,1.16,36.85,16.3,21.55
77,Wall Street Fin ,17.2,4.56,26.74,11.9,19.9
78,Flag Finin ,18.4,4.9,18.4,3.91,18.77
79,Shubhra Leasing ,56.05,1.91,70.0,14.01,17.94
80,Ladderup Fin ,13.78,3.69,29.4,12.36,17.71
81,Morarka Finance ,38.55,13.72,47.55,16.0,17.36
82,ISF ,1.7,4.94,1.7,0.22,16.15
83,Escorts Finance ,3.89,4.57,5.17,1.36,15.66
84,India Lease Dev ,10.37,4.96,12.19,3.28,15.24
85,Innovassynth ,6.15,-3.76,8.61,3.21,14.93
86,Sulabh Engineer ,1.45,2.11,2.78,0.4,14.57
87,Nalin Leasing ,21.75,0.0,24.45,11.57,14.26
88,Banas Finance ,5.22,1.56,7.65,0.57,13.39
89,Guj Credit ,4.89,3.6,10.4,3.5,12.23
90,Midas Infra ,1.0,-4.76,2.14,0.51,12.2
91,Ad Manum Fin ,16.25,1.88,18.77,7.86,12.19
92,Ind Cap ,5.53,4.93,7.0,2.22,12.0
93,Hb Stockhol ,16.7,-0.89,23.85,4.75,11.92
94,Gemstone Inv ,1.32,0.0,3.33,0.37,9.87
95,Viji Finance ,1.13,9.71,1.13,0.32,9.32
96,Key Corporation ,14.63,4.95,17.24,7.14,8.78
97,Inter Globe Fin ,12.62,4.99,14.06,4.02,8.61
98,Comfort Fincap ,7.75,-4.32,13.17,3.84,8.41
99,Sanblue Corp ,16.7,-0.24,21.95,5.24,8.35
100,Nagreeka Cap ,6.51,3.01,9.06,4.61,8.21
101,Mega Corp ,0.81,1.25,1.18,0.31,8.1
102,Anupam Finserv,7.64,-0.91,16.21,6.33,8.03
103,Hind Sanforiser ,23.0,0.0,23.5,19.95,7.86
104,NPR Finance ,12.75,-0.93,15.33,6.91,7.64
105,Indus Finance ,8.17,-5.0,8.89,4.15,7.56
106,Integrated Cap ,2.11,4.98,2.46,1.0,7.51
107,NCL Research ,0.51,-3.77,0.58,0.19,7.42
108,Dynamic Portfol ,6.26,-4.86,6.58,1.57,7.32
109,Paragon Finance ,16.9,-5.06,23.6,8.76,7.18
110,Enbee Trade ,43.5,-1.25,85.7,43.5,6.96
111,Anjani Finance ,6.71,1.98,6.71,0.86,6.81
112,Regent Ent ,1.91,-4.98,3.47,1.36,6.39
113,TCI Finance ,4.8,1.91,8.4,3.8,6.18
114,Upasana Finance ,14.0,4.79,21.25,11.21,5.99
115,Integra Capital ,11.5,-0.52,49.6,10.14,5.41
116,United Credit ,10.0,-1.67,15.72,8.11,5.33
117,Guj Lease Fin ,1.91,-4.5,3.5,1.77,5.18
118,BCL Enterprises ,8.24,-4.96,24.55,8.24,4.8
119,Gowra Leasing ,15.9,-0.63,21.0,12.64,4.77
120,Global Cap Mkts ,1.72,4.24,2.8,0.49,4.28
121,Margo Finance ,9.23,-4.94,10.84,4.75,4.22
122,DCM Financial ,1.9,4.4,2.1,0.57,4.2
123,TRC Finance ,8.0,3.9,27.0,7.59,4.0
124,Goenka Business ,2.93,1.74,4.7,1.16,3.81
125,Sita Enterprise ,11.9,4.39,14.28,7.18,3.57
126,Meenakshi Ent ,2.85,-4.68,8.49,2.18,3.53
127,Esaar (India) ,1.69,-1.74,3.82,0.86,3.45
128,Abhinav Leasing ,0.69,0.0,1.2,0.51,3.45
129,TTI Enterprise ,1.3,1.56,1.84,0.4,3.3
130,Beryl Securitie ,6.46,-5.0,10.8,5.11,3.13
131,Thirani Project ,1.34,4.69,2.25,0.19,2.71
132,KZ Leasing ,8.46,4.96,12.6,6.36,2.57
133,Visagar Fin ,0.77,4.05,1.14,0.36,2.5
134,Guj Investa ,3.25,-4.69,4.3,1.33,2.44
135,Quest Financial ,0.19,0.0,0.21,0.19,2.34
136,HB Leasing ,1.81,4.62,1.81,0.49,2.0
137,Panafic Ind ,0.23,0.0,0.34,0.19,1.89
138,Regency Trust ,1.85,1.09,2.72,1.81,1.85
139,FGP ,1.51,-1.95,1.75,0.75,1.8
140,Ramchandra Leas ,0.31,3.33,0.5,0.19,1.59
141,Polytex India ,1.1,-1.79,2.22,0.46,1.49
142,Parsharti Ind ,4.08,0.0,5.71,3.9,1.37
143,Krishna Capital ,4.28,0.0,5.37,2.7,1.35
144,Minolta Finance ,1.33,0.76,1.81,0.95,1.33
145,Mahan Ind ,0.3,3.45,0.32,0.19,1.08
146,Ushakiran Fin ,3.7,-0.8,4.75,1.58,0.94
147,B P Capital ,2.48,4.64,4.2,1.87,0.75
148,Crescent Leasin ,1.82,0.0,1.85,1.76,0.74
149,Geetanjali Cred ,1.0,0.0,1.15,0.92,0.44
150,Kuber Udyog ,0.71,0.0,0.87,0.36,0.24
0,Max Financial ,905.1,1.07,978.0,407.45,31234.12
1,Suvidhaa Info ,32.45,-4.98,111.0,1.0,659.69
2,EBIXCASH WORLD ,454.9,0.8,600.0,295.0,506.21
3,Crest Ventures ,80.0,0.76,112.5,44.6,227.6
4,STEL Holdings ,78.0,1.3,95.5,38.0,143.95
5,Vaarad Ventures ,2.91,-0.34,5.24,2.86,72.72
6,Asit C Mehta ,83.0,2.47,83.0,35.35,41.11
7,Tiaan Consumer ,39.85,-1.24,49.75,13.76,25.74
8,Intel Cap Adv ,4.56,-5.0,7.09,2.86,14.16
9,Yogi-Sung-Won ,2.82,0.71,4.11,1.2,4.75
10,Confidence Fin ,4.33,-1.81,5.79,0.52,4.44
0,ICICI Securitie ,454.0,0.01,568.75,343.1,14629.25
1,Dhani Services ,173.8,-1.19,396.0,50.5,10602.22
2,MCX India ,1493.85,1.13,1875.0,1025.0,7618.39
3,Angel Broking ,380.75,3.3,407.25,223.0,3115.54
4,Geojit Fin ,53.5,3.28,63.75,18.6,1275.3
5,Share India Sec ,387.8,8.16,387.8,52.5,1237.34
6,Dolat Investmen ,63.45,-0.31,73.25,33.7,1116.72
7,Dhanvarsha Finv ,650.0,1.57,664.0,58.95,994.01
8,5paisa Capita ,342.15,-3.93,467.4,140.15,873.03
9,Choice Internat ,114.8,2.36,149.9,88.5,367.57
10,AB Money ,40.35,0.88,52.25,23.4,227.18
11,Inventure Grow ,23.9,-2.25,32.75,10.4,200.76
12,Monarch Net ,61.0,0.0,69.5,15.2,189.4
13,Emkay Global ,63.35,-2.39,90.95,30.9,155.96
14,Arihant Capital ,70.9,-3.6,91.8,24.2,147.63
15,Prime Sec ,42.8,2.64,54.3,27.2,113.49
16,Inditrade Capit ,32.3,-0.77,44.95,17.4,75.43
17,Almondz Global ,28.5,3.45,31.0,8.87,73.77
18,Indbank Merchan ,13.3,-0.08,18.7,4.5,59.02
19,LKP Securities ,7.46,-0.8,9.65,3.32,55.16
20,Swastika Invest ,171.7,0.5,207.45,57.2,50.82
21,BLB ,6.07,-2.41,7.44,2.95,32.09
22,Toyam Ind ,1.45,-4.61,6.15,1.45,30.81
23,DB (Int) Stock ,8.32,1.71,11.67,7.01,29.12
24,Joindre Capital ,17.75,-4.05,21.6,10.21,24.56
25,Khandwala Sec ,14.5,3.57,23.45,7.1,17.31
26,Stampede Cap ,0.69,-4.17,0.72,0.33,15.8
27,Gilada Finance ,43.7,-5.0,52.25,9.91,15.35
28,Monotype India,0.19,0.0,0.19,0.19,13.36
29,BN Rathi Sec ,22.65,1.57,31.0,11.55,11.42
30,Comfort Comm ,9.4,0.0,11.45,1.33,9.42
31,Naysaa Sec ,20.95,-0.24,39.75,18.0,7.28
32,CIL Securities ,12.59,2.69,16.45,8.5,6.3
33,Action Financia ,4.07,-1.93,8.0,4.07,5.09
34,Modex Intl Sec ,3.29,0.0,7.47,2.99,3.95
35,Alka Secur ,0.22,0.0,0.25,0.22,2.11
36,Royal India ,0.81,3.85,1.12,0.45,1.87
37,Five X Tradecom ,0.89,-1.11,1.08,0.22,1.83
0,SBI Card ,977.4,-0.59,1149.0,495.25,91926.96
1,Chola Invest. ,558.15,-2.48,600.9,120.2,45770.43
2,Power Finance ,106.95,-1.34,140.5,74.2,28235.67
3,REC ,127.35,-0.74,156.85,83.7,25150.58
4,MAS Financial S ,788.5,-1.43,1107.65,532.25,4310.1
5,Ujjivan Financi ,202.0,-0.39,310.85,144.7,2457.45
6,IFCI ,10.88,-0.46,15.95,3.76,2221.67
7,Tourism Finance ,55.7,-1.68,75.6,27.35,449.59
8,Guj Stat Fin ,3.27,-4.94,3.82,1.37,29.14
9,Gold Line ,0.23,0.0,0.5,0.19,11.98
0,Venkys ,1561.0,0.3,1845.0,978.05,2199.03
1,Simran Farms ,84.0,-1.47,92.2,25.1,31.85
0,Aditya Consumer ,22.5,2.27,31.2,8.82,32.93
0,KRBL ,208.9,12.98,339.6,173.45,4917.29
1,LT Foods ,79.2,9.17,82.2,19.9,2533.17
2,GRM Overseas ,2193.85,5.0,2193.85,123.55,864.38
3,Chaman Lal Seti ,104.2,15.07,114.4,37.0,539.06
4,Sayaji Industri ,181.0,4.05,187.0,95.0,114.39
5,Himalaya Food,10.19,-0.59,14.25,6.16,58.97
6,Kohinoor Foods ,7.55,4.72,15.36,6.41,27.99
7,KLRF ,50.2,-2.43,56.0,26.0,27.82
8,Sunil Agro Food ,34.6,-3.89,49.6,20.15,10.39
9,NHC Foods ,6.3,-5.83,11.75,3.65,7.47
10,Tarai Foods ,4.05,4.92,7.75,3.09,7.18
11,RT Exports ,2.01,-4.74,3.8,2.01,0.88
0,Relaxo Footwear ,885.0,1.17,974.15,578.2,21987.13
1,Bata India ,1347.8,-1.43,1705.0,1215.0,17322.94
2,Mirza Intl ,44.85,-1.64,64.0,37.0,539.57
3,Khadim India ,136.15,-2.05,187.0,77.1,244.66
4,Liberty Shoes ,127.15,0.04,181.9,95.65,216.66
5,Amin Tannery ,0.84,1.2,1.34,0.64,9.07
0,Adani Total Gas ,1238.3,7.66,1252.0,96.8,136189.48
1,GAIL ,137.4,0.11,157.95,80.5,61010.89
2,Gujarat Gas ,532.7,0.31,580.0,225.0,36670.54
3,IGL ,500.8,-1.7,594.85,364.3,35056.04
4,Mahanagar Gas ,1135.7,0.92,1257.0,780.0,11218.19
5,Bombay Oxygen,19254.2,-2.0,25500.0,8511.6,288.81
6,Refex Ind ,131.9,3.9,162.1,42.55,277.02
7,National Oxygen ,61.9,-1.98,63.15,22.6,29.73
8,Kabsons Ind ,10.54,-1.95,10.96,2.28,18.41
9,Bhagwati Oxygen ,25.1,1.91,25.1,8.58,5.81
10,Gagan Gases ,12.16,1.93,12.16,4.39,5.49
0,Asahi India ,303.5,3.64,347.35,137.15,7377.78
1,Borosil ,231.15,-0.17,323.25,33.7,3006.09
2,La Opala RG ,224.4,2.16,251.6,146.1,2490.84
3,Borosil Ltd. ,200.1,1.88,253.95,132.0,2283.53
4,Saint-Gobain ,63.5,-0.94,75.9,38.5,578.52
5,Empire Ind ,646.05,2.43,759.0,476.0,387.63
6,Hind Nat Glass ,31.15,-0.8,49.0,23.3,278.96
7,Haldyn Glass ,44.45,-6.52,50.95,17.4,238.93
8,Insilco ,7.29,-0.41,12.0,5.73,45.72
9,Sezal Glass ,3.36,5.0,6.89,2.24,11.27
10,Triveni Glass ,5.25,0.0,10.84,3.24,6.63
11,JIK Industries ,0.5,-1.96,0.69,0.28,3.63
0,Deccan Gold ,22.9,4.81,25.45,12.85,213.72
0,SBI Gold ETF ,4178.25,0.38,5100.0,3930.0,319.25
1,Birla Gold ETF ,4306.7,0.85,5400.0,4050.0,98.18
2,Kotak MF-GETF ,411.0,0.7,507.0,368.1,16.41
3,HDFC Gold ETF ,41.89,0.6,50.89,38.7,6.45
4,UTI - Gold ,41.85,0.48,56.0,39.21,5.81
5,Nippon ETF Gold ,40.7,0.22,49.5,38.17,4.18
6,Axis Gold ETF ,40.84,0.57,53.05,38.36,3.13
7,IPRU Gold ETF ,41.74,0.41,50.75,39.05,1.95
0,Container Corp ,572.7,-2.59,643.9,329.75,34894.29
1,Mahindra Logist ,520.75,-2.8,613.95,240.55,3732.23
2,TCI Express ,906.5,1.7,1024.45,523.0,3484.09
3,Gateway Distri ,231.5,13.54,242.5,71.01,2889.95
4,Transport Corp ,266.2,0.66,289.0,147.0,2052.4
5,VRL Logistics ,225.05,3.93,268.75,140.1,1988.17
6,Gati ,100.5,4.8,118.5,35.0,1225.56
7,Snowman Logist ,49.9,0.3,71.25,24.7,833.77
8,Arshiya ,30.0,-4.91,42.7,8.11,786.83
9,Navkar Corp ,34.9,2.5,49.35,19.7,525.31
10,SEACOAST SS ,147.95,4.78,167.0,13.73,498.11
11,Future Supply ,79.85,0.63,223.8,60.3,350.41
12,Prime Fresh ,199.95,19.98,199.95,70.0,78.84
13,Sical Logistics ,11.71,-1.26,21.98,8.4,68.53
14,Orissa Bengal C ,24.5,5.38,44.75,22.75,51.65
15,North Eastern ,8.4,0.6,17.29,4.0,42.17
16,ABC India ,64.1,-4.47,87.0,30.5,34.72
0,Apollo Hospital ,3209.95,0.34,3334.0,1253.25,46154.16
1,Dr Lal PathLab ,2938.0,0.19,3398.95,1500.0,24486.72
2,Max Healthcare ,230.35,1.57,241.95,101.65,22250.54
3,Fortis Health ,223.85,6.32,228.3,113.2,16899.74
4,Metropolis ,2380.5,-0.55,2605.0,1150.0,12168.36
5,Narayana Hruda ,411.15,1.28,524.1,248.8,8402.29
6,Aster DM Health ,144.65,0.98,179.9,83.05,7225.46
7,Thyrocare Techn ,1059.0,3.33,1212.0,485.3,5599.4
8,Healthcare Glob ,195.6,10.66,197.35,71.75,2452.03
9,Kovai Medical ,1303.5,4.66,1340.0,556.25,1426.32
10,Shalby,130.15,7.38,134.8,58.65,1405.75
11,Indraprastha ,71.8,7.65,73.6,34.95,658.21
12,KMC Speciality ,38.0,9.99,40.45,12.6,619.72
13,AMSL ,207.0,8.38,267.75,130.05,274.02
14,Dr Agarwals Eye ,354.0,-4.18,416.2,190.0,166.38
15,Fortis Malar ,64.55,5.47,66.5,40.0,120.98
16,Lotus Eye Care ,43.25,1.76,54.6,21.45,89.94
17,Tejnaksh ,65.55,0.85,85.0,22.95,66.58
18,Transgene Biote ,4.79,-1.24,6.85,3.03,36.29
19,Medinova Diag ,36.0,-2.44,37.65,11.4,35.93
20,Centennial Sutu ,43.3,-3.02,63.9,29.0,15.8
21,NG Industries ,46.95,5.27,54.75,32.2,15.73
22,Dr Lalchandani,24.5,4.97,29.19,8.0,10.62
23,Chennai Meenaks ,11.47,4.94,16.93,8.1,8.57
24,Looks Health ,7.94,4.89,7.94,1.19,8.34
25,Choksi Labs ,10.5,5.0,12.2,7.0,7.31
26,Constronics Inf ,5.75,-4.17,6.87,3.98,4.15
27,Dolphin Medical ,2.66,4.72,2.66,0.82,4.02
0,Indian Hotels ,111.5,0.04,139.0,62.1,13260.23
1,Westlife Dev ,432.3,-1.14,535.0,271.25,6735.36
2,EIH ,86.95,0.17,112.5,53.65,5437.54
3,Chalet Hotels ,139.95,-1.79,215.25,99.0,2869.31
4,India Tourism D ,326.15,-0.97,460.0,142.0,2797.37
5,Lemon Tree Hote ,35.3,-0.28,49.45,13.8,2796.63
6,Mahindra Holida ,207.45,-1.8,248.9,122.0,2770.57
7,Coffee Day ,37.05,-5.0,50.3,14.05,782.69
8,EIH Assoc Hotel ,227.6,-1.04,310.0,180.0,693.46
9,Taj GVK Hotels ,109.0,0.32,185.0,102.2,683.45
10,Mac Charles ,358.25,-3.18,438.0,177.1,469.35
11,Oriental Hotels ,24.6,0.41,29.75,14.4,439.35
12,HLV ,5.82,-0.68,8.15,3.15,366.98
13,Sayaji Hotels ,201.0,1.36,288.0,145.7,352.11
14,Advani Hotels ,54.15,-2.96,69.55,36.0,250.28
15,Asian Hotel (W) ,204.2,0.17,344.95,180.0,237.92
16,Speciality Rest ,39.85,-0.87,55.0,26.45,187.13
17,Asian Hotel (E) ,148.95,1.33,194.3,117.0,171.71
18,Royal Orchid ,61.1,0.66,94.8,38.0,167.57
19,Benares Hotels ,1256.2,3.39,1350.0,1131.35,163.31
20,Sinclairs Hotel ,46.9,-1.16,60.95,27.2,130.62
21,Asian Hotels ,65.3,-3.62,79.7,44.25,127.03
22,Country Club ,4.8,4.35,7.29,2.03,78.46
23,The Byke Hosp ,18.25,-0.82,26.0,8.6,73.18
24,Kamat Hotels ,30.95,6.17,42.0,18.3,72.99
25,Savera Ind ,45.0,1.24,48.95,28.3,53.68
26,Guj Hotels ,100.2,-2.1,122.0,71.0,37.95
27,Dhanada Corp ,5.57,-1.94,7.49,2.0,31.16
28,Royale Manor ,16.2,2.6,16.7,9.07,27.43
29,Jindal Hotels ,22.95,2.0,32.0,13.95,15.26
30,TGB Banquets ,4.45,-2.41,7.82,1.87,13.03
31,Velan Hotels ,2.7,-4.93,4.68,2.06,8.63
32,Viceroy Hotels ,2.02,3.59,3.97,1.23,8.57
33,Lakeland Hotels ,7.04,4.92,13.03,6.35,7.75
34,HS India ,4.5,-3.23,6.39,3.65,7.31
35,Blue Coast ,5.49,0.0,5.63,2.97,7.0
36,Polo Hotels ,3.01,4.88,5.18,2.28,6.73
37,Howard Hotels ,4.68,4.93,7.14,3.82,4.26
38,Pecos Hotels ,19.75,-0.25,59.75,16.0,2.59
39,Hotel Rugby ,1.09,4.81,1.73,0.85,1.56
0,HUL ,2407.35,2.27,2504.3,1902.3,565623.21
1,Dabur India ,542.05,0.67,581.0,421.45,95803.29
2,Godrej Consumer ,710.0,2.33,808.0,484.05,72596.53
3,Marico ,445.4,8.2,452.8,277.45,57516.73
4,P and G ,13560.9,-0.03,14100.0,9700.05,44019.68
5,Colgate ,1494.0,0.8,1675.8,1257.2,40634.65
6,Emami ,486.25,-1.26,546.9,169.0,21614.48
7,Gillette India ,5457.5,-0.7,6730.15,4681.0,17783.38
8,Sheela Foam ,2047.3,0.51,2344.0,1225.0,9987.3
9,Orient Electric ,268.4,-0.35,344.9,153.1,5695.06
10,Jyothy Labs ,144.5,-1.13,166.0,100.1,5306.16
11,VIP Industries ,338.05,-1.89,421.95,203.0,4777.23
12,Bajaj Consumer,279.65,-0.37,323.5,129.0,4125.96
13,Safari Ind ,611.75,-0.15,726.25,315.55,1369.49
14,JHS Svendgaard ,19.2,-4.48,33.3,8.82,123.65
15,Inflame Applian ,168.5,0.0,208.0,58.0,101.1
16,Lykis ,34.1,4.76,39.35,11.5,66.07
17,Radix Ind ,37.95,3.83,77.2,26.6,56.95
18,Lehar Footwears ,28.0,0.0,31.9,14.8,38.3
19,Ador Multi ,73.0,0.0,137.9,25.7,34.12
20,Pee Cee Cosma ,125.1,2.58,144.85,64.0,33.1
21,Paramount Cosme ,16.3,-4.12,22.65,8.98,7.91
22,SR Industries ,2.83,0.0,3.82,0.4,5.57
23,Sarup Ind ,14.25,-5.0,29.35,13.3,4.63
0,Nirlon ,284.0,3.27,299.1,202.65,2559.35
1,HG Infra Engg ,291.65,5.33,330.45,150.65,1900.72
2,Indian Hume ,175.9,2.3,218.9,121.0,852.19
3,Power Mech ,567.15,-1.25,600.0,310.0,834.32
4,Likhitha ,374.55,0.58,419.2,120.0,738.8
5,MEP Infra ,16.2,2.53,23.6,12.16,297.18
6,Bharat Road Net ,28.15,1.08,46.35,26.35,236.32
7,OM Infra ,20.55,-0.96,26.6,10.62,197.9
8,Generic Eng ,44.6,-0.67,68.15,36.1,187.94
9,Mcnally Bh Engg ,7.7,0.65,12.5,2.69,162.91
10,ILandFS Trans ,2.45,1.66,3.3,0.81,80.6
11,A2Z Infra Eng ,4.15,13.08,6.47,3.45,73.09
12,K.P. Energy,61.8,8.71,92.15,51.05,68.69
13,Kings Infra ,23.4,-0.85,32.0,18.1,55.02
14,Jyoti Structure ,4.91,-4.84,8.4,1.42,53.78
15,Expo Gas Cont ,7.51,3.87,7.55,1.66,14.3
16,Genus Prime Inf ,6.31,-1.87,8.45,1.1,9.42
17,Raunaq EPC Int ,20.85,-4.79,28.35,18.3,6.97
18,Neueon Towers ,0.82,0.0,2.03,0.39,4.57
19,IND Renewable ,10.74,2.38,12.44,7.01,3.25
0,JSW Steel ,723.3,0.8,740.0,162.05,174837.55
1,Tata Steel ,1064.55,2.96,1070.0,262.55,119920.46
2,Hindalco ,369.85,1.52,377.35,114.35,83093.62
3,SAIL ,127.75,6.95,130.6,26.55,52767.46
4,NMDC ,158.95,2.12,159.6,69.9,46581.98
5,Jindal Steel ,445.45,0.89,459.35,83.45,45436.61
6,APL Apollo ,1341.95,3.09,1446.35,231.09,16760.42
7,KIOCL ,173.4,6.09,190.05,66.9,10538.4
8,Tata Steel BSL,86.1,19.09,86.75,16.1,9414.52
9,Jindal Stainles ,93.15,4.43,95.95,26.25,4538.59
10,Tata Steel Long ,940.25,5.0,940.25,213.5,4240.53
11,Tata Metaliks ,1255.95,19.18,1264.6,405.0,3965.98
12,Jindal (Hisar) ,167.0,2.3,170.7,36.8,3940.11
13,Mishra Dhatu Ni ,187.95,1.84,236.0,172.9,3521.06
14,Godawari Power ,992.0,5.92,1082.0,104.85,3495.44
15,Jindal Saw ,92.65,8.36,94.5,45.5,2962.52
16,JSW Ispat Speci ,48.15,4.9,48.15,10.7,2260.87
17,Tinplate ,210.0,6.28,212.9,77.55,2198.02
18,Sarda Energy ,556.8,8.8,586.3,127.95,2007.22
19,Mah Seamless ,296.65,2.49,349.95,187.0,1987.54
20,Usha Martin ,56.15,16.13,57.15,12.7,1711.13
21,Mukand ,118.9,4.85,122.1,15.35,1681.32
22,Kalyani Steels ,376.65,2.64,387.75,135.0,1644.19
23,Jai Corp ,88.35,2.73,109.0,62.6,1576.6
24,Prakash Ind ,84.35,4.52,90.8,25.85,1510.56
25,Sunflag Iron ,82.0,2.5,84.3,25.45,1477.8
26,Orissa Minerals ,2351.35,-0.09,3140.0,1225.0,1410.81
27,Gallantt Ispat ,46.75,11.31,49.95,19.2,1320.04
28,Sandur Manganes ,1446.7,5.04,1475.0,471.1,1302.31
29,Technocraft Ind ,385.0,-1.6,444.2,179.5,941.77
30,Jayaswal Neco ,14.39,4.65,14.77,2.5,918.99
31,Shankara Buildi ,365.0,-2.39,518.3,229.0,834.0
32,Vardhman Steels ,201.15,-1.49,217.95,41.6,814.8
33,Welspun Special ,14.3,-5.74,17.25,5.9,757.07
34,Beekay Steel ,371.8,0.32,398.7,144.95,709.1
35,Nelcast ,69.2,4.14,81.5,35.6,602.05
36,JTL Infra ,495.5,-2.0,598.3,65.1,525.6
37,Steel Exchange,64.0,-0.16,68.95,11.61,514.49
38,Gallantt Metal ,58.05,8.2,63.5,22.2,472.08
39,MSP Steel ,12.2,4.72,12.23,3.71,470.21
40,Kamdhenu ,158.55,0.96,166.95,47.6,427.06
41,Lloyds Metals ,15.25,1.46,17.49,4.41,383.92
42,Supershakti Met ,285.0,0.0,347.0,270.0,328.47
43,Raghav Producti ,249.6,4.98,283.3,76.0,271.47
44,Pennar Inds ,18.5,2.78,26.75,13.9,263.0
45,Good Luck ,95.4,3.08,98.5,26.9,233.79
46,Manaksia Steels ,25.75,2.39,29.15,7.4,168.75
47,ISMT ,11.48,3.99,13.84,2.75,168.18
48,KIC Metaliks ,44.2,9.95,45.8,21.55,156.89
49,Scan Steels ,29.35,-1.84,32.55,14.5,153.65
50,Mideast Steels ,10.79,4.35,11.79,4.09,148.77
51,Shri Bajrang ,162.95,1.53,196.45,17.4,146.66
52,Electrotherm ,108.0,-1.77,154.0,76.2,137.62
53,Mahamaya Steel ,92.85,0.65,130.5,65.0,137.14
54,Adhunik Ind ,24.75,2.91,36.5,15.05,115.74
55,Uttam Galva ,7.66,4.93,11.08,4.22,108.97
56,Manaksia Coated ,15.75,1.09,16.1,3.03,103.22
57,Visa Steel ,8.04,4.96,8.62,3.25,93.09
58,Panchmahal Stee ,47.25,5.0,48.8,17.6,90.15
59,Bedmutha Ind ,25.8,-0.58,29.05,10.14,83.24
60,Suraj ,41.85,4.89,41.85,15.85,80.62
61,M.D. Inducto ,28.55,-4.83,113.9,28.0,71.62
62,Hisar Metal ,118.25,3.64,143.0,45.0,63.86
63,Nova Iron ,12.89,1.98,12.89,2.62,46.58
64,Sarthak Metals ,33.0,3.13,36.7,12.0,45.18
65,La Tim Metal ,49.95,9.18,61.65,29.2,44.11
66,SAL Steel ,4.77,-1.24,5.3,1.95,40.53
67,Bihar Sponge ,4.48,1.82,4.48,0.33,40.41
68,Suraj Products ,34.15,-4.87,40.85,7.3,38.93
69,Kridhan Infra ,3.91,1.3,5.8,1.99,37.06
70,Gyscoal Alloys ,2.24,2.28,3.9,1.2,35.45
71,India Steel ,0.84,5.0,1.06,0.27,33.44
72,Kanishk Steel ,11.28,4.93,12.97,4.94,32.08
73,Oil Country ,7.12,4.86,7.29,3.66,31.53
74,Rathi Bars ,19.2,2.4,25.35,7.05,31.35
75,Vaswani Ind ,10.45,10.0,12.62,2.64,31.35
76,Akashdeep Metal ,36.0,-2.7,49.9,14.05,30.61
77,Sharda Ispat ,59.25,4.96,92.65,23.75,30.08
78,Narayani Steels ,26.35,3.74,35.4,16.45,28.75
79,Shah Alloys ,13.0,4.67,13.0,4.51,25.74
80,Bansal Roofing ,78.0,4.07,78.0,27.0,25.71
81,OCL Iron ,1.69,-4.52,4.31,1.5,24.56
82,Rohit Ferro Tec ,1.96,4.81,3.55,0.53,22.3
83,National Steel ,4.77,-0.21,5.56,1.48,21.23
84,Metal Coatings ,27.4,4.38,32.55,19.95,20.08
85,Ashirwad Steel ,14.59,-2.67,15.77,6.78,18.24
86,Prakash Steelag ,0.9,8.43,1.35,0.21,15.75
87,Ankit Metal ,1.01,2.02,2.03,0.35,14.25
88,Zenith SP&I ,0.99,4.21,1.26,0.33,14.09
89,Ashiana Ispat ,16.9,4.9,16.9,6.12,13.46
90,Pact Industries ,2.2,2.33,2.5,2.05,12.19
91,Aanchal Ispat ,5.58,4.3,7.71,3.84,11.64
92,Rishabh Digha ,21.2,3.16,30.45,16.3,11.63
93,Garg Furnace ,21.75,0.0,25.75,8.64,8.72
94,Shree Steel Wir ,23.0,0.0,27.5,12.0,7.62
95,Unison Metals ,22.0,1.62,52.0,21.25,7.05
96,Umiya Tubes ,7.01,-2.64,11.0,5.75,7.01
97,Ahmedabad St ,15.35,-4.95,18.9,8.6,6.28
98,P M Telelinnks ,5.23,4.81,5.27,1.54,5.27
99,Vallabh Steels ,9.9,0.3,11.2,5.89,4.9
100,Real Strips ,6.79,-4.9,11.1,4.13,4.06
101,Aditya Ispat ,6.0,0.17,8.34,3.27,3.21
